no,name,brand,category,img,emoji,has_settings,inputs,outputs,func,ports_raw
1459,AT4047MP,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen vintage. 20-20000 Hz; 100 ohm; -32 dBV/Pa; butuh phantom 48V; SPL 147 dB.,"Phantom 48V, XLR 3-pin male"
1460,AT4050,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen. 20-20000 Hz; 100 ohm; -34 dBV/Pa; butuh phantom 48V; SPL 149 dB.,"Phantom 48V, XLR 3-pin male"
1461,AT4060a,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal tube. 20-20000 Hz; 100 ohm; tube; butuh phantom 48V; SPL 146 dB.,"Phantom 48V, XLR 3-pin male"
1462,AT2031,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Overhead & ambient. 30-20000 Hz; 100 ohm; -42 dBV/Pa; butuh phantom 48V; SPL 141 dB.,"Phantom 48V, XLR 3-pin male"
1463,AT4021,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen & overhead. 20-20000 Hz; 100 ohm; -33 dBV/Pa; butuh phantom 48V; SPL 142 dB.,"Phantom 48V, XLR 3-pin male"
1464,AT4022,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen & ambient. 20-20000 Hz; 100 ohm; -33 dBV/Pa; butuh phantom 48V; SPL 142 dB.,"Phantom 48V, XLR 3-pin male"
1465,AT4041,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen & overhead. 20-20000 Hz; 100 ohm; -35 dBV/Pa; butuh phantom 48V; SPL 145 dB.,"Phantom 48V, XLR 3-pin male"
1466,AT4051B,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen & overhead. 20-20000 Hz; 100 ohm; -35 dBV/Pa; butuh phantom 48V; SPL 145 dB.,"Phantom 48V, XLR 3-pin male"
1467,AT4053B,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen & foley. 20-20000 Hz; 100 ohm; -35 dBV/Pa; butuh phantom 48V; SPL 145 dB.,"Phantom 48V, XLR 3-pin male"
1468,AE3000,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen live (drum/gitar). 20-20000 Hz; 100 ohm; -42 dBV/Pa; butuh phantom 48V; SPL 148 dB.,"Phantom 48V, XLR 3-pin male"
1469,AE5100,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Overhead & akustik live. 20-20000 Hz; 100 ohm; -42 dBV/Pa; butuh phantom 48V; SPL 148 dB.,"Phantom 48V, XLR 3-pin male"
1470,AE3300,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male / Wireless|Audio,Vokal live handheld. 20-20000 Hz; 100 ohm; -42 dBV/Pa; butuh phantom 48V; SPL 148 dB.,"Phantom 48V, XLR 3-pin male / Wireless"
1471,AE5400,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male / Wireless|Audio,Vokal live handheld. 20-20000 Hz; 100 ohm; -42 dBV/Pa; butuh phantom 48V; SPL 148 dB.,"Phantom 48V, XLR 3-pin male / Wireless"
1472,AT4099,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Klip instrumen (biola/perkusi). 20-20000 Hz; 100 ohm; -44 dBV/Pa; butuh phantom 48V; SPL 148 dB.,"Phantom 48V, XLR 3-pin male"
1473,ATM350,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Klip instrumen. 20-20000 Hz; 100 ohm; -44 dBV/Pa; butuh phantom 48V; SPL 149 dB.,"Phantom 48V, XLR 3-pin male"
1474,AT899,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Lavalier subminiature. 20-20000 Hz; 250 ohm; -43 dBV/Pa; butuh phantom 48V.,"Phantom 48V, XLR 3-pin male"
1475,AT831,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Lavalier. 30-20000 Hz; 200 ohm; -45 dBV/Pa; butuh phantom 48V.,"Phantom 48V, XLR 3-pin male"
1476,AT898,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Lavalier cardioid. 20-20000 Hz; 250 ohm; -43 dBV/Pa; butuh phantom 48V.,"Phantom 48V, XLR 3-pin male"
1477,AT892,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Headset. 20-20000 Hz; 250 ohm; -43 dBV/Pa; butuh phantom 48V.,"Phantom 48V, XLR 3-pin male"
1478,AT875R,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Shotgun kamera pendek. 30-20000 Hz; 100 ohm; -30 dBV/Pa; butuh phantom 48V; SPL 127 dB.,"Phantom 48V, XLR 3-pin male"
1479,AT8015,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Shotgun profesional. 30-20000 Hz; 250 ohm; -38 dBV/Pa; butuh phantom 48V; SPL 127 dB.,"Phantom 48V, XLR 3-pin male"
1480,AT8035,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Shotgun. 30-20000 Hz; 250 ohm; -38 dBV/Pa; butuh phantom 48V; SPL 127 dB.,"Phantom 48V, XLR 3-pin male"
1481,AT8045,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Shotgun. 30-20000 Hz; 250 ohm; -38 dBV/Pa; butuh phantom 48V; SPL 127 dB.,"Phantom 48V, XLR 3-pin male"
1482,AT8014,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Shotgun. 30-20000 Hz; 250 ohm; -38 dBV/Pa; butuh phantom 48V; SPL 127 dB.,"Phantom 48V, XLR 3-pin male"
1483,U851R,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Boundary conference. 30-20000 Hz; 100 ohm; -42 dBV/Pa; butuh phantom 48V.,"Phantom 48V, XLR 3-pin male"
1484,U857R,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Boundary gooseneck. 30-20000 Hz; 100 ohm; -42 dBV/Pa; butuh phantom 48V.,"Phantom 48V, XLR 3-pin male"
1485,ATND971,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male / Network|Audio,Boundary jaringan (Dante). 30-20000 Hz; 100 ohm; butuh phantom 48V.,"Phantom 48V, XLR 3-pin male / Network"
1486,AT2022,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male (2 kanal)|Audio,Stereo X-Y field. 20-20000 Hz; 100 ohm; butuh phantom 48V; SPL 141 dB.,"Phantom 48V, XLR 3-pin male (2 kanal)"
1487,AT822,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,USB|USB,Stereo USB field. 30-20000 Hz; butuh USB bus power.,"Phantom 48V, USB"
1488,NT1,RØDE,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen studio. 20-20000 Hz; 100 ohm; -29 dBV/Pa; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1489,NT1-A,RØDE,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen studio. 20-20000 Hz; 100 ohm; -31.5 dBV/Pa; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1490,NT2-A,RØDE,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen studio. 20-20000 Hz; 200 ohm; -36 dBV/Pa; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1491,NTK,RØDE,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal studio kelas atas (tube). 20-20000 Hz; 200 ohm; -38 dBV/Pa; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1492,K2,RØDE,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,"Vokal & instrumen studio (tube, variabel). 20-20000 Hz; 200 ohm; -36 dBV/Pa; phantom 48V.","Phantom 48V, XLR 3-pin male"
1493,TF5,RØDE,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen & overhead studio. 20-20000 Hz; 150 ohm; -39 dBV/Pa; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1494,M5,RØDE,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Matched pair untuk instrumen/akustik. 20-20000 Hz; 200 ohm; -37 dBV/Pa; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1495,NT5,RØDE,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen & overhead (small diaphragm). 20-20000 Hz; 100 ohm; -38 dBV/Pa; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1496,NT55,RØDE,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen & overhead (switchable). 20-50000 Hz; 100 ohm; -38 dBV/Pa; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1497,NT6,RØDE,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen compact (capsule terpisah). 20-20000 Hz; 100 ohm; -37 dBV/Pa; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1498,NTG1,RØDE,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Shotgun untuk film/broadcast. 20-20000 Hz; 50 ohm; -36 dBV/Pa; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1499,NTG2,RØDE,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Shotgun untuk film/broadcast. 20-20000 Hz; 250 ohm; -36 dBV/Pa; phantom 48V/baterai.,"Phantom 48V, XLR 3-pin male"
1500,NTG3,RØDE,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Shotgun broadcast premium. 20-20000 Hz; 25 ohm; -30 dBV/Pa; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1501,NTG4,RØDE,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Shotgun dengan DSP internal. 20-20000 Hz; 200 ohm; -32 dBV/Pa; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1502,NTG5,RØDE,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Shotgun ringan untuk location. 20-20000 Hz; 25 ohm; -24 dBV/Pa; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1503,VideoMic,RØDE,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,3.5mm TRS|Audio,On-camera shotgun. 40-20000 Hz; -38 dBV/Pa.,"Phantom 48V, 3.5mm TRS"
1504,VideoMic Pro,RØDE,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,3.5mm TRS|Audio,On-camera shotgun. 40-20000 Hz; -38 dBV/Pa.,"Phantom 48V, 3.5mm TRS"
1505,VideoMic Pro+,RØDE,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,3.5mm TRS|Audio,On-camera shotgun. 20-20000 Hz; -38 dBV/Pa.,"Phantom 48V, 3.5mm TRS"
1506,VideoMic NTG,RØDE,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,USB-C / 3.5mm TRS|Audio,On-camera shotgun hybrid. 20-20000 Hz; -26 dBV/Pa; phantom/USB.,"Phantom 48V, USB-C / 3.5mm TRS"
1507,VideoMicro,RØDE,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,3.5mm TRS|Audio,On-camera compact. 50-20000 Hz; -33 dBV/Pa.,"Phantom 48V, 3.5mm TRS"
1508,Wireless GO,RØDE,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,Wireless (2.4GHz)|Wireless,Lavalier/wireless kamera. 50-20000 Hz; -32 dBV/Pa.,"Phantom 48V, Wireless (2.4GHz)"
1509,Wireless GO II,RØDE,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,Wireless (2.4GHz)|Wireless,Lavalier/wireless dual-channel. 50-20000 Hz; -32 dBV/Pa.,"Phantom 48V, Wireless (2.4GHz)"
1510,NT-USB,RØDE,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,USB|USB,Vokal & podcast USB. 20-20000 Hz; 16-bit/48kHz.,"Phantom 48V, USB"
1511,NT-USB Mini,RØDE,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,USB-C|USB,Vokal & podcast USB compact. 20-20000 Hz; 24-bit/48kHz.,"Phantom 48V, USB-C"
1512,MC 930,Beyerdynamic,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen & overhead studio. 40-20000 Hz; 160 ohm; 18 mV/Pa; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1513,MC 835,Beyerdynamic,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Shotgun broadcast. 40-20000 Hz; 200 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1514,MC 840,Beyerdynamic,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen studio. 20-20000 Hz; 200 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1515,MC 950,Beyerdynamic,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen & overhead. 20-20000 Hz; 160 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1516,MC 740,Beyerdynamic,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen & live. 40-20000 Hz; 200 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1517,MC 834,Beyerdynamic,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Shotgun. 30-20000 Hz; 200 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1518,MC 842,Beyerdynamic,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen studio. 20-20000 Hz; 200 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1519,MC 450,Beyerdynamic,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Orkestra/ambience. 20-20000 Hz; 200 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1520,MC 700,Beyerdynamic,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen. 20-20000 Hz; 200 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1521,MC 710,Beyerdynamic,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen. 20-20000 Hz; 200 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1522,MC 720,Beyerdynamic,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen. 20-20000 Hz; 200 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1523,MC 730,Beyerdynamic,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen. 20-20000 Hz; 200 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1524,MC 750,Beyerdynamic,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen. 20-20000 Hz; 200 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1525,MC 850,Beyerdynamic,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen studio. 20-20000 Hz; 200 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1526,MC 860,Beyerdynamic,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen. 20-20000 Hz; 200 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1527,Fox USB,Beyerdynamic,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,USB|USB,Vokal & podcast USB. 20-20000 Hz; 16-bit/48kHz.,"Phantom 48V, USB"
1528,Opus 55,Beyerdynamic,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & presentasi. 50-18000 Hz; phantom 12-48V.,"Phantom 48V, XLR 3-pin male"
1529,CK 908,Beyerdynamic,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,Mini-XLR (kapsul)|Audio,Kapsul superkardioid (wireless). 20-20000 Hz; phantom.,"Phantom 48V, Mini-XLR (kapsul)"
1530,CK 911,Beyerdynamic,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,Mini-XLR (kapsul)|Audio,Kapsul superkardioid (wireless). 20-20000 Hz; phantom.,"Phantom 48V, Mini-XLR (kapsul)"
1531,CK 980,Beyerdynamic,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,Mini-XLR (kapsul)|Audio,Kapsul shotgun (wireless). 20-20000 Hz; phantom.,"Phantom 48V, Mini-XLR (kapsul)"
1532,RE92,Electro-Voice / EV,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Lavalier/presentasi. 50-15000 Hz; 100 ohm; omni; phantom.,"Phantom 48V, XLR 3-pin male"
1533,RE92H,Electro-Voice / EV,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Headworn presentasi. 50-15000 Hz; omni; phantom.,"Phantom 48V, XLR 3-pin male"
1534,RE510,Electro-Voice / EV,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen live. 50-15000 Hz; 150 ohm; phantom.,"Phantom 48V, XLR 3-pin male"
1535,RE520,Electro-Voice / EV,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen live. 50-15000 Hz; 150 ohm; phantom.,"Phantom 48V, XLR 3-pin male"
1536,PL37,Electro-Voice / EV,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen studio/akustik. 20-20000 Hz; 150 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1537,CS200,Electro-Voice / EV,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Boundary conference. 50-18000 Hz; phantom.,"Phantom 48V, XLR 3-pin male"
1538,CS300,Electro-Voice / EV,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Boundary conference. 50-18000 Hz; phantom.,"Phantom 48V, XLR 3-pin male"
1539,BK-1,Electro-Voice / EV,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Boundary instrumen/piano. 30-20000 Hz; phantom.,"Phantom 48V, XLR 3-pin male"
1540,CO9,Electro-Voice / EV,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Gooseneck podium. 50-18000 Hz; phantom.,"Phantom 48V, XLR 3-pin male"
1541,CO7,Electro-Voice / EV,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Gooseneck podium. 50-18000 Hz; phantom.,"Phantom 48V, XLR 3-pin male"
1542,EVID C4.2,Electro-Voice / EV,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Ceiling instrumen/PA. 70-20000 Hz; phantom.,"Phantom 48V, XLR 3-pin male"
1543,EVID C8.2,Electro-Voice / EV,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Ceiling instrumen/PA. 60-20000 Hz; phantom.,"Phantom 48V, XLR 3-pin male"
1544,CU-29 Copperhead,Telefunken Elektroakustik,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen studio (tube). 20-20000 Hz; 200 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1545,TF29 Copperhead,Telefunken Elektroakustik,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen studio (tube). 20-20000 Hz; 200 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1546,TF39 Delamain,Telefunken Elektroakustik,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen studio (tube). 20-20000 Hz; 200 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1547,TF47,Telefunken Elektroakustik,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,"Vokal & instrumen studio (tube, U47-style). 20-20000 Hz; 200 ohm; phantom 48V.","Phantom 48V, XLR 3-pin male"
1548,TF51,Telefunken Elektroakustik,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,"Vokal & instrumen studio (tube, ELA M 251-style). 20-20000 Hz; 200 ohm; phantom 48V.","Phantom 48V, XLR 3-pin male"
1549,AK-47,Telefunken Elektroakustik,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen studio (tube). 20-20000 Hz; 200 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1550,AR-51,Telefunken Elektroakustik,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen studio (tube). 20-20000 Hz; 200 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1551,C12,Telefunken Elektroakustik,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen studio (tube). 20-20000 Hz; 200 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1552,ELA M 251E,Telefunken Elektroakustik,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal studio premium (tube). 20-20000 Hz; 200 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1553,U47,Telefunken Elektroakustik,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal studio legendaris (tube). 20-20000 Hz; 200 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1554,U67,Telefunken Elektroakustik,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen studio (tube). 20-20000 Hz; 200 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1555,U48,Telefunken Elektroakustik,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen studio (tube). 20-20000 Hz; 200 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1556,M60 FET,Telefunken Elektroakustik,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen & overhead (small diaphragm). 20-20000 Hz; 200 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1557,ELA M 260,Telefunken Elektroakustik,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,"Instrumen & overhead (tube, small diaphragm). 20-20000 Hz; 200 ohm; phantom 48V.","Phantom 48V, XLR 3-pin male"
1558,M12,Telefunken Elektroakustik,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal studio (tube). 20-20000 Hz; 200 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1559,M16,Telefunken Elektroakustik,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen studio (tube). 20-20000 Hz; 200 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1560,SCX25A,Audix,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & overhead studio (true cardioid). 20-20000 Hz; 150 ohm; 28 mV/Pa; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1561,SCX1,Audix,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen & overhead. 40-20000 Hz; 120 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1562,SCX1HC,Audix,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen & live (hypercardioid). 40-20000 Hz; 120 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1563,SCX1O,Audix,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Ambience/orkestra. 40-20000 Hz; 120 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1564,SCX21,Audix,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen & overhead compact. 40-20000 Hz; 150 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1565,M65,Audix,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen mini (snare/amp). 40-20000 Hz; 150 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1566,A127,Audix,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Ambience/orkestra (omni). 20-20000 Hz; 150 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1567,A133,Audix,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Ambience/orkestra (omni). 20-20000 Hz; 150 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1568,ADX51,Audix,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen & overhead. 40-20000 Hz; 150 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1569,ADX40,Audix,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Hanging choir/conference. 40-20000 Hz; 150 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1570,ADX60,Audix,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Boundary piano/conference. 40-20000 Hz; 150 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
1571,ADX10,Audix,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Lavalier/podium mini. 50-18000 Hz; 150 ohm; phantom 48V.,"Phantom 48V, XLR 3-pin male"
